"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CPI","TOT","AGRWTH","M","1967-10",2.431611,
"USA","CPI","TOT","AGRWTH","M","1967-11",2.735562,
"USA","CPI","TOT","AGRWTH","M","1967-12",3.039514,
"USA","CPI","TOT","AGRWTH","M","1968-01",3.647416,
"USA","CPI","TOT","AGRWTH","M","1968-02",3.951368,
"USA","CPI","TOT","AGRWTH","M","1968-03",3.939394,
"USA","CPI","TOT","AGRWTH","M","1968-04",3.927492,
"USA","CPI","TOT","AGRWTH","M","1968-05",3.915663,
"USA","CPI","TOT","AGRWTH","M","1968-06",4.204204,
"USA","CPI","TOT","AGRWTH","M","1968-07",4.491018,
"USA","CPI","TOT","AGRWTH","M","1968-08",4.477612,
"USA","CPI","TOT","AGRWTH","M","1968-09",4.464286,
"USA","CPI","TOT","AGRWTH","M","1968-10",4.747775,
"USA","CPI","TOT","AGRWTH","M","1968-11",4.733728,
"USA","CPI","TOT","AGRWTH","M","1968-12",4.719764,
"USA","CPI","TOT","AGRWTH","M","1969-01",4.398827,
"USA","CPI","TOT","AGRWTH","M","1969-02",4.678362,
"USA","CPI","TOT","AGRWTH","M","1969-03",5.247813,
"USA","CPI","TOT","AGRWTH","M","1969-04",5.523256,
"USA","CPI","TOT","AGRWTH","M","1969-05",5.507246,
"USA","CPI","TOT","AGRWTH","M","1969-06",5.475504,
"USA","CPI","TOT","AGRWTH","M","1969-07",5.444126,
"USA","CPI","TOT","AGRWTH","M","1969-08",5.714286,
"USA","CPI","TOT","AGRWTH","M","1969-09",5.698006,
"USA","CPI","TOT","AGRWTH","M","1969-10",5.665722,
"USA","CPI","TOT","AGRWTH","M","1969-11",5.932203,
"USA","CPI","TOT","AGRWTH","M","1969-12",6.197183,
"USA","CPI","TOT","AGRWTH","M","1970-01",6.179775,
"USA","CPI","TOT","AGRWTH","M","1970-02",6.145251,
"USA","CPI","TOT","AGRWTH","M","1970-03",5.817174,
"USA","CPI","TOT","AGRWTH","M","1970-04",6.060606,
"USA","CPI","TOT","AGRWTH","M","1970-05",6.043956,
"USA","CPI","TOT","AGRWTH","M","1970-06",6.010929,
"USA","CPI","TOT","AGRWTH","M","1970-07",5.978261,
"USA","CPI","TOT","AGRWTH","M","1970-08",5.405406,
"USA","CPI","TOT","AGRWTH","M","1970-09",5.660378,
"USA","CPI","TOT","AGRWTH","M","1970-10",5.630027,
"USA","CPI","TOT","AGRWTH","M","1970-11",5.6,
"USA","CPI","TOT","AGRWTH","M","1970-12",5.570292,
"USA","CPI","TOT","AGRWTH","M","1971-01",5.291005,
"USA","CPI","TOT","AGRWTH","M","1971-02",5,
"USA","CPI","TOT","AGRWTH","M","1971-03",4.712042,
"USA","CPI","TOT","AGRWTH","M","1971-04",4.155844,
"USA","CPI","TOT","AGRWTH","M","1971-05",4.404145,
"USA","CPI","TOT","AGRWTH","M","1971-06",4.639175,
"USA","CPI","TOT","AGRWTH","M","1971-07",4.358974,
"USA","CPI","TOT","AGRWTH","M","1971-08",4.615385,
"USA","CPI","TOT","AGRWTH","M","1971-09",4.081633,
"USA","CPI","TOT","AGRWTH","M","1971-10",3.807106,
"USA","CPI","TOT","AGRWTH","M","1971-11",3.282828,
"USA","CPI","TOT","AGRWTH","M","1971-12",3.266332,
"USA","CPI","TOT","AGRWTH","M","1972-01",3.266332,
"USA","CPI","TOT","AGRWTH","M","1972-02",3.508772,
"USA","CPI","TOT","AGRWTH","M","1972-03",3.5,
"USA","CPI","TOT","AGRWTH","M","1972-04",3.491272,
"USA","CPI","TOT","AGRWTH","M","1972-05",3.225806,
"USA","CPI","TOT","AGRWTH","M","1972-06",2.70936,
"USA","CPI","TOT","AGRWTH","M","1972-07",2.948403,
"USA","CPI","TOT","AGRWTH","M","1972-08",2.941176,
"USA","CPI","TOT","AGRWTH","M","1972-09",3.186275,
"USA","CPI","TOT","AGRWTH","M","1972-10",3.422983,
"USA","CPI","TOT","AGRWTH","M","1972-11",3.667482,
"USA","CPI","TOT","AGRWTH","M","1972-12",3.406326,
"USA","CPI","TOT","AGRWTH","M","1973-01",3.649635,
"USA","CPI","TOT","AGRWTH","M","1973-02",3.874092,
"USA","CPI","TOT","AGRWTH","M","1973-03",4.589372,
"USA","CPI","TOT","AGRWTH","M","1973-04",5.060241,
"USA","CPI","TOT","AGRWTH","M","1973-05",5.528846,
"USA","CPI","TOT","AGRWTH","M","1973-06",5.995204,
"USA","CPI","TOT","AGRWTH","M","1973-07",5.727923,
"USA","CPI","TOT","AGRWTH","M","1973-08",7.380952,
"USA","CPI","TOT","AGRWTH","M","1973-09",7.36342,
"USA","CPI","TOT","AGRWTH","M","1973-10",7.801418,
"USA","CPI","TOT","AGRWTH","M","1973-11",8.254717,
"USA","CPI","TOT","AGRWTH","M","1973-12",8.705882,
"USA","CPI","TOT","AGRWTH","M","1974-01",9.389671,
"USA","CPI","TOT","AGRWTH","M","1974-02",10.02331,
"USA","CPI","TOT","AGRWTH","M","1974-03",10.39261,
"USA","CPI","TOT","AGRWTH","M","1974-04",10.09174,
"USA","CPI","TOT","AGRWTH","M","1974-05",10.70615,
"USA","CPI","TOT","AGRWTH","M","1974-06",10.85973,
"USA","CPI","TOT","AGRWTH","M","1974-07",11.51241,
"USA","CPI","TOT","AGRWTH","M","1974-08",10.86475,
"USA","CPI","TOT","AGRWTH","M","1974-09",11.9469,
"USA","CPI","TOT","AGRWTH","M","1974-10",12.0614,
"USA","CPI","TOT","AGRWTH","M","1974-11",12.20044,
"USA","CPI","TOT","AGRWTH","M","1974-12",12.33766,
"USA","CPI","TOT","AGRWTH","M","1975-01",11.80258,
"USA","CPI","TOT","AGRWTH","M","1975-02",11.22881,
"USA","CPI","TOT","AGRWTH","M","1975-03",10.25105,
"USA","CPI","TOT","AGRWTH","M","1975-04",10.20833,
"USA","CPI","TOT","AGRWTH","M","1975-05",9.46502,
"USA","CPI","TOT","AGRWTH","M","1975-06",9.387755,
"USA","CPI","TOT","AGRWTH","M","1975-07",9.716599,
"USA","CPI","TOT","AGRWTH","M","1975-08",8.6,
"USA","CPI","TOT","AGRWTH","M","1975-09",7.905138,
"USA","CPI","TOT","AGRWTH","M","1975-10",7.436399,
"USA","CPI","TOT","AGRWTH","M","1975-11",7.378641,
"USA","CPI","TOT","AGRWTH","M","1975-12",6.936416,
"USA","CPI","TOT","AGRWTH","M","1976-01",6.71785,
"USA","CPI","TOT","AGRWTH","M","1976-02",6.285714,
"USA","CPI","TOT","AGRWTH","M","1976-03",6.072106,
"USA","CPI","TOT","AGRWTH","M","1976-04",6.04915,
"USA","CPI","TOT","AGRWTH","M","1976-05",6.203008,
"USA","CPI","TOT","AGRWTH","M","1976-06",5.970149,
"USA","CPI","TOT","AGRWTH","M","1976-07",5.350554,
"USA","CPI","TOT","AGRWTH","M","1976-08",5.709024,
"USA","CPI","TOT","AGRWTH","M","1976-09",5.494505,
"USA","CPI","TOT","AGRWTH","M","1976-10",5.464481,
"USA","CPI","TOT","AGRWTH","M","1976-11",4.882459,
"USA","CPI","TOT","AGRWTH","M","1976-12",4.864865,
"USA","CPI","TOT","AGRWTH","M","1977-01",5.215827,
"USA","CPI","TOT","AGRWTH","M","1977-02",5.913979,
"USA","CPI","TOT","AGRWTH","M","1977-03",6.440072,
"USA","CPI","TOT","AGRWTH","M","1977-04",6.951872,
"USA","CPI","TOT","AGRWTH","M","1977-05",6.725664,
"USA","CPI","TOT","AGRWTH","M","1977-06",6.866197,
"USA","CPI","TOT","AGRWTH","M","1977-07",6.830122,
"USA","CPI","TOT","AGRWTH","M","1977-08",6.620209,
"USA","CPI","TOT","AGRWTH","M","1977-09",6.597222,
"USA","CPI","TOT","AGRWTH","M","1977-10",6.390328,
"USA","CPI","TOT","AGRWTH","M","1977-11",6.724138,
"USA","CPI","TOT","AGRWTH","M","1977-12",6.701031,
"USA","CPI","TOT","AGRWTH","M","1978-01",6.837607,
"USA","CPI","TOT","AGRWTH","M","1978-02",6.42978,
"USA","CPI","TOT","AGRWTH","M","1978-03",6.554622,
"USA","CPI","TOT","AGRWTH","M","1978-04",6.5,
"USA","CPI","TOT","AGRWTH","M","1978-05",6.965174,
"USA","CPI","TOT","AGRWTH","M","1978-06",7.413509,
"USA","CPI","TOT","AGRWTH","M","1978-07",7.704918,
"USA","CPI","TOT","AGRWTH","M","1978-08",7.843137,
"USA","CPI","TOT","AGRWTH","M","1978-09",8.306189,
"USA","CPI","TOT","AGRWTH","M","1978-10",8.928572,
"USA","CPI","TOT","AGRWTH","M","1978-11",8.885299,
"USA","CPI","TOT","AGRWTH","M","1978-12",9.017714,
"USA","CPI","TOT","AGRWTH","M","1979-01",9.28,
"USA","CPI","TOT","AGRWTH","M","1979-02",9.856915,
"USA","CPI","TOT","AGRWTH","M","1979-03",10.09464,
"USA","CPI","TOT","AGRWTH","M","1979-04",10.48513,
"USA","CPI","TOT","AGRWTH","M","1979-05",10.85271,
"USA","CPI","TOT","AGRWTH","M","1979-06",10.88957,
"USA","CPI","TOT","AGRWTH","M","1979-07",11.26332,
"USA","CPI","TOT","AGRWTH","M","1979-08",11.81818,
"USA","CPI","TOT","AGRWTH","M","1979-09",12.18045,
"USA","CPI","TOT","AGRWTH","M","1979-10",12.07154,
"USA","CPI","TOT","AGRWTH","M","1979-11",12.61128,
"USA","CPI","TOT","AGRWTH","M","1979-12",13.29394,
"USA","CPI","TOT","AGRWTH","M","1980-01",13.90922,
"USA","CPI","TOT","AGRWTH","M","1980-02",14.18234,
"USA","CPI","TOT","AGRWTH","M","1980-03",14.75645,
"USA","CPI","TOT","AGRWTH","M","1980-04",14.73088,
"USA","CPI","TOT","AGRWTH","M","1980-05",14.40559,
"USA","CPI","TOT","AGRWTH","M","1980-06",14.38451,
"USA","CPI","TOT","AGRWTH","M","1980-07",13.1327,
"USA","CPI","TOT","AGRWTH","M","1980-08",12.87263,
"USA","CPI","TOT","AGRWTH","M","1980-09",12.60054,
"USA","CPI","TOT","AGRWTH","M","1980-10",12.76596,
"USA","CPI","TOT","AGRWTH","M","1980-11",12.64822,
"USA","CPI","TOT","AGRWTH","M","1980-12",12.5163,
"USA","CPI","TOT","AGRWTH","M","1981-01",11.82519,
"USA","CPI","TOT","AGRWTH","M","1981-02",11.40684,
"USA","CPI","TOT","AGRWTH","M","1981-03",10.48689,
"USA","CPI","TOT","AGRWTH","M","1981-04",10,
"USA","CPI","TOT","AGRWTH","M","1981-05",9.779951,
"USA","CPI","TOT","AGRWTH","M","1981-06",9.5526,
"USA","CPI","TOT","AGRWTH","M","1981-07",10.76179,
"USA","CPI","TOT","AGRWTH","M","1981-08",10.80432,
"USA","CPI","TOT","AGRWTH","M","1981-09",10.95238,
"USA","CPI","TOT","AGRWTH","M","1981-10",10.14151,
"USA","CPI","TOT","AGRWTH","M","1981-11",9.590643,
"USA","CPI","TOT","AGRWTH","M","1981-12",8.922364,
"USA","CPI","TOT","AGRWTH","M","1982-01",8.390804,
"USA","CPI","TOT","AGRWTH","M","1982-02",7.622298,
"USA","CPI","TOT","AGRWTH","M","1982-03",6.779661,
"USA","CPI","TOT","AGRWTH","M","1982-04",6.50954,
"USA","CPI","TOT","AGRWTH","M","1982-05",6.681514,
"USA","CPI","TOT","AGRWTH","M","1982-06",7.064018,
"USA","CPI","TOT","AGRWTH","M","1982-07",6.441048,
"USA","CPI","TOT","AGRWTH","M","1982-08",5.850488,
"USA","CPI","TOT","AGRWTH","M","1982-09",5.042919,
"USA","CPI","TOT","AGRWTH","M","1982-10",5.139186,
"USA","CPI","TOT","AGRWTH","M","1982-11",4.589114,
"USA","CPI","TOT","AGRWTH","M","1982-12",3.829787,
"USA","CPI","TOT","AGRWTH","M","1983-01",3.711559,
"USA","CPI","TOT","AGRWTH","M","1983-02",3.488372,
"USA","CPI","TOT","AGRWTH","M","1983-03",3.597884,
"USA","CPI","TOT","AGRWTH","M","1983-04",3.898841,
"USA","CPI","TOT","AGRWTH","M","1983-05",3.549061,
"USA","CPI","TOT","AGRWTH","M","1983-06",2.57732,
"USA","CPI","TOT","AGRWTH","M","1983-07",2.461539,
"USA","CPI","TOT","AGRWTH","M","1983-08",2.558854,
"USA","CPI","TOT","AGRWTH","M","1983-09",2.860061,
"USA","CPI","TOT","AGRWTH","M","1983-10",2.851324,
"USA","CPI","TOT","AGRWTH","M","1983-11",3.265306,
"USA","CPI","TOT","AGRWTH","M","1983-12",3.790984,
"USA","CPI","TOT","AGRWTH","M","1984-01",4.192229,
"USA","CPI","TOT","AGRWTH","M","1984-02",4.596527,
"USA","CPI","TOT","AGRWTH","M","1984-03",4.800817,
"USA","CPI","TOT","AGRWTH","M","1984-04",4.563895,
"USA","CPI","TOT","AGRWTH","M","1984-05",4.233871,
"USA","CPI","TOT","AGRWTH","M","1984-06",4.221106,
"USA","CPI","TOT","AGRWTH","M","1984-07",4.204204,
"USA","CPI","TOT","AGRWTH","M","1984-08",4.291417,
"USA","CPI","TOT","AGRWTH","M","1984-09",4.270109,
"USA","CPI","TOT","AGRWTH","M","1984-10",4.257426,
"USA","CPI","TOT","AGRWTH","M","1984-11",4.051383,
"USA","CPI","TOT","AGRWTH","M","1984-12",3.948667,
"USA","CPI","TOT","AGRWTH","M","1985-01",3.532875,
"USA","CPI","TOT","AGRWTH","M","1985-02",3.515625,
"USA","CPI","TOT","AGRWTH","M","1985-03",3.703704,
"USA","CPI","TOT","AGRWTH","M","1985-04",3.685742,
"USA","CPI","TOT","AGRWTH","M","1985-05",3.77176,
"USA","CPI","TOT","AGRWTH","M","1985-06",3.760849,
"USA","CPI","TOT","AGRWTH","M","1985-07",3.554275,
"USA","CPI","TOT","AGRWTH","M","1985-08",3.349282,
"USA","CPI","TOT","AGRWTH","M","1985-09",3.142857,
"USA","CPI","TOT","AGRWTH","M","1985-10",3.22887,
"USA","CPI","TOT","AGRWTH","M","1985-11",3.51377,
"USA","CPI","TOT","AGRWTH","M","1985-12",3.798671,
"USA","CPI","TOT","AGRWTH","M","1986-01",3.886256,
"USA","CPI","TOT","AGRWTH","M","1986-02",3.113208,
"USA","CPI","TOT","AGRWTH","M","1986-03",2.255639,
"USA","CPI","TOT","AGRWTH","M","1986-04",1.590271,
"USA","CPI","TOT","AGRWTH","M","1986-05",1.491146,
"USA","CPI","TOT","AGRWTH","M","1986-06",1.765799,
"USA","CPI","TOT","AGRWTH","M","1986-07",1.576994,
"USA","CPI","TOT","AGRWTH","M","1986-08",1.574074,
"USA","CPI","TOT","AGRWTH","M","1986-09",1.754386,
"USA","CPI","TOT","AGRWTH","M","1986-10",1.471941,
"USA","CPI","TOT","AGRWTH","M","1986-11",1.284404,
"USA","CPI","TOT","AGRWTH","M","1986-12",1.097896,
"USA","CPI","TOT","AGRWTH","M","1987-01",1.459854,
"USA","CPI","TOT","AGRWTH","M","1987-02",2.1043,
"USA","CPI","TOT","AGRWTH","M","1987-03",3.033088,
"USA","CPI","TOT","AGRWTH","M","1987-04",3.775322,
"USA","CPI","TOT","AGRWTH","M","1987-05",3.856749,
"USA","CPI","TOT","AGRWTH","M","1987-06",3.652968,
"USA","CPI","TOT","AGRWTH","M","1987-07",3.926941,
"USA","CPI","TOT","AGRWTH","M","1987-08",4.284412,
"USA","CPI","TOT","AGRWTH","M","1987-09",4.355717,
"USA","CPI","TOT","AGRWTH","M","1987-10",4.533092,
"USA","CPI","TOT","AGRWTH","M","1987-11",4.528986,
"USA","CPI","TOT","AGRWTH","M","1987-12",4.434389,
"USA","CPI","TOT","AGRWTH","M","1988-01",4.046762,
"USA","CPI","TOT","AGRWTH","M","1988-02",3.942652,
"USA","CPI","TOT","AGRWTH","M","1988-03",3.925067,
"USA","CPI","TOT","AGRWTH","M","1988-04",3.90417,
"USA","CPI","TOT","AGRWTH","M","1988-05",3.890363,
"USA","CPI","TOT","AGRWTH","M","1988-06",3.964758,
"USA","CPI","TOT","AGRWTH","M","1988-07",4.130053,
"USA","CPI","TOT","AGRWTH","M","1988-08",4.020979,
"USA","CPI","TOT","AGRWTH","M","1988-09",4.173913,
"USA","CPI","TOT","AGRWTH","M","1988-10",4.249783,
"USA","CPI","TOT","AGRWTH","M","1988-11",4.2461,
"USA","CPI","TOT","AGRWTH","M","1988-12",4.419411,
"USA","CPI","TOT","AGRWTH","M","1989-01",4.667243,
"USA","CPI","TOT","AGRWTH","M","1989-02",4.827586,
"USA","CPI","TOT","AGRWTH","M","1989-03",4.978541,
"USA","CPI","TOT","AGRWTH","M","1989-04",5.123826,
"USA","CPI","TOT","AGRWTH","M","1989-05",5.361702,
"USA","CPI","TOT","AGRWTH","M","1989-06",5.169491,
"USA","CPI","TOT","AGRWTH","M","1989-07",4.978903,
"USA","CPI","TOT","AGRWTH","M","1989-08",4.705883,
"USA","CPI","TOT","AGRWTH","M","1989-09",4.340568,
"USA","CPI","TOT","AGRWTH","M","1989-10",4.492513,
"USA","CPI","TOT","AGRWTH","M","1989-11",4.655029,
"USA","CPI","TOT","AGRWTH","M","1989-12",4.647303,
"USA","CPI","TOT","AGRWTH","M","1990-01",5.202312,
"USA","CPI","TOT","AGRWTH","M","1990-02",5.263158,
"USA","CPI","TOT","AGRWTH","M","1990-03",5.233034,
"USA","CPI","TOT","AGRWTH","M","1990-04",4.711617,
"USA","CPI","TOT","AGRWTH","M","1990-05",4.361874,
"USA","CPI","TOT","AGRWTH","M","1990-06",4.67365,
"USA","CPI","TOT","AGRWTH","M","1990-07",4.823151,
"USA","CPI","TOT","AGRWTH","M","1990-08",5.617978,
"USA","CPI","TOT","AGRWTH","M","1990-09",6.16,
"USA","CPI","TOT","AGRWTH","M","1990-10",6.289809,
"USA","CPI","TOT","AGRWTH","M","1990-11",6.274821,
"USA","CPI","TOT","AGRWTH","M","1990-12",6.106265,
"USA","CPI","TOT","AGRWTH","M","1991-01",5.651491,
"USA","CPI","TOT","AGRWTH","M","1991-02",5.3125,
"USA","CPI","TOT","AGRWTH","M","1991-03",4.895105,
"USA","CPI","TOT","AGRWTH","M","1991-04",4.88751,
"USA","CPI","TOT","AGRWTH","M","1991-05",4.95356,
"USA","CPI","TOT","AGRWTH","M","1991-06",4.69592,
"USA","CPI","TOT","AGRWTH","M","1991-07",4.447853,
"USA","CPI","TOT","AGRWTH","M","1991-08",3.799392,
"USA","CPI","TOT","AGRWTH","M","1991-09",3.391108,
"USA","CPI","TOT","AGRWTH","M","1991-10",2.921348,
"USA","CPI","TOT","AGRWTH","M","1991-11",2.989537,
"USA","CPI","TOT","AGRWTH","M","1991-12",3.064275,
"USA","CPI","TOT","AGRWTH","M","1992-01",2.600297,
"USA","CPI","TOT","AGRWTH","M","1992-02",2.818991,
"USA","CPI","TOT","AGRWTH","M","1992-03",3.185185,
"USA","CPI","TOT","AGRWTH","M","1992-04",3.180473,
"USA","CPI","TOT","AGRWTH","M","1992-05",3.023599,
"USA","CPI","TOT","AGRWTH","M","1992-06",3.088235,
"USA","CPI","TOT","AGRWTH","M","1992-07",3.157122,
"USA","CPI","TOT","AGRWTH","M","1992-08",3.147877,
"USA","CPI","TOT","AGRWTH","M","1992-09",2.988338,
"USA","CPI","TOT","AGRWTH","M","1992-10",3.202329,
"USA","CPI","TOT","AGRWTH","M","1992-11",3.047895,
"USA","CPI","TOT","AGRWTH","M","1992-12",2.900653,
"USA","CPI","TOT","AGRWTH","M","1993-01",3.258508,
"USA","CPI","TOT","AGRWTH","M","1993-02",3.246753,
"USA","CPI","TOT","AGRWTH","M","1993-03",3.086863,
"USA","CPI","TOT","AGRWTH","M","1993-04",3.225806,
"USA","CPI","TOT","AGRWTH","M","1993-05",3.221188,
"USA","CPI","TOT","AGRWTH","M","1993-06",2.99572,
"USA","CPI","TOT","AGRWTH","M","1993-07",2.775801,
"USA","CPI","TOT","AGRWTH","M","1993-08",2.76792,
"USA","CPI","TOT","AGRWTH","M","1993-09",2.689313,
"USA","CPI","TOT","AGRWTH","M","1993-10",2.750353,
"USA","CPI","TOT","AGRWTH","M","1993-11",2.676056,
"USA","CPI","TOT","AGRWTH","M","1993-12",2.748414,
"USA","CPI","TOT","AGRWTH","M","1994-01",2.524544,
"USA","CPI","TOT","AGRWTH","M","1994-02",2.515723,
"USA","CPI","TOT","AGRWTH","M","1994-03",2.506964,
"USA","CPI","TOT","AGRWTH","M","1994-04",2.361111,
"USA","CPI","TOT","AGRWTH","M","1994-05",2.288488,
"USA","CPI","TOT","AGRWTH","M","1994-06",2.493075,
"USA","CPI","TOT","AGRWTH","M","1994-07",2.770083,
"USA","CPI","TOT","AGRWTH","M","1994-08",2.900553,
"USA","CPI","TOT","AGRWTH","M","1994-09",2.963474,
"USA","CPI","TOT","AGRWTH","M","1994-10",2.608099,
"USA","CPI","TOT","AGRWTH","M","1994-11",2.674897,
"USA","CPI","TOT","AGRWTH","M","1994-12",2.674897,
"USA","CPI","TOT","AGRWTH","M","1995-01",2.804378,
"USA","CPI","TOT","AGRWTH","M","1995-02",2.862986,
"USA","CPI","TOT","AGRWTH","M","1995-03",2.853261,
"USA","CPI","TOT","AGRWTH","M","1995-04",3.052917,
"USA","CPI","TOT","AGRWTH","M","1995-05",3.186441,
"USA","CPI","TOT","AGRWTH","M","1995-06",3.04054,
"USA","CPI","TOT","AGRWTH","M","1995-07",2.762803,
"USA","CPI","TOT","AGRWTH","M","1995-08",2.61745,
"USA","CPI","TOT","AGRWTH","M","1995-09",2.543507,
"USA","CPI","TOT","AGRWTH","M","1995-10",2.809365,
"USA","CPI","TOT","AGRWTH","M","1995-11",2.60521,
"USA","CPI","TOT","AGRWTH","M","1995-12",2.53841,
"USA","CPI","TOT","AGRWTH","M","1996-01",2.727878,
"USA","CPI","TOT","AGRWTH","M","1996-02",2.650762,
"USA","CPI","TOT","AGRWTH","M","1996-03",2.840158,
"USA","CPI","TOT","AGRWTH","M","1996-04",2.896642,
"USA","CPI","TOT","AGRWTH","M","1996-05",2.890933,
"USA","CPI","TOT","AGRWTH","M","1996-06",2.754098,
"USA","CPI","TOT","AGRWTH","M","1996-07",2.95082,
"USA","CPI","TOT","AGRWTH","M","1996-08",2.877698,
"USA","CPI","TOT","AGRWTH","M","1996-09",3.002611,
"USA","CPI","TOT","AGRWTH","M","1996-10",2.992843,
"USA","CPI","TOT","AGRWTH","M","1996-11",3.255208,
"USA","CPI","TOT","AGRWTH","M","1996-12",3.322476,
"USA","CPI","TOT","AGRWTH","M","1997-01",3.044041,
"USA","CPI","TOT","AGRWTH","M","1997-02",3.034216,
"USA","CPI","TOT","AGRWTH","M","1997-03",2.761721,
"USA","CPI","TOT","AGRWTH","M","1997-04",2.495202,
"USA","CPI","TOT","AGRWTH","M","1997-05",2.234994,
"USA","CPI","TOT","AGRWTH","M","1997-06",2.297384,
"USA","CPI","TOT","AGRWTH","M","1997-07",2.229299,
"USA","CPI","TOT","AGRWTH","M","1997-08",2.225048,
"USA","CPI","TOT","AGRWTH","M","1997-09",2.154626,
"USA","CPI","TOT","AGRWTH","M","1997-10",2.084649,
"USA","CPI","TOT","AGRWTH","M","1997-11",1.828499,
"USA","CPI","TOT","AGRWTH","M","1997-12",1.702396,
"USA","CPI","TOT","AGRWTH","M","1998-01",1.571339,
"USA","CPI","TOT","AGRWTH","M","1998-02",1.441103,
"USA","CPI","TOT","AGRWTH","M","1998-03",1.375,
"USA","CPI","TOT","AGRWTH","M","1998-04",1.435705,
"USA","CPI","TOT","AGRWTH","M","1998-05",1.686446,
"USA","CPI","TOT","AGRWTH","M","1998-06",1.684342,
"USA","CPI","TOT","AGRWTH","M","1998-07",1.682243,
"USA","CPI","TOT","AGRWTH","M","1998-08",1.616915,
"USA","CPI","TOT","AGRWTH","M","1998-09",1.488834,
"USA","CPI","TOT","AGRWTH","M","1998-10",1.485149,
"USA","CPI","TOT","AGRWTH","M","1998-11",1.547988,
"USA","CPI","TOT","AGRWTH","M","1998-12",1.611903,
"USA","CPI","TOT","AGRWTH","M","1999-01",1.670792,
"USA","CPI","TOT","AGRWTH","M","1999-02",1.60593,
"USA","CPI","TOT","AGRWTH","M","1999-03",1.726264,
"USA","CPI","TOT","AGRWTH","M","1999-04",2.276923,
"USA","CPI","TOT","AGRWTH","M","1999-05",2.088452,
"USA","CPI","TOT","AGRWTH","M","1999-06",1.96319,
"USA","CPI","TOT","AGRWTH","M","1999-07",2.144608,
"USA","CPI","TOT","AGRWTH","M","1999-08",2.264382,
"USA","CPI","TOT","AGRWTH","M","1999-09",2.628362,
"USA","CPI","TOT","AGRWTH","M","1999-10",2.560976,
"USA","CPI","TOT","AGRWTH","M","1999-11",2.621951,
"USA","CPI","TOT","AGRWTH","M","1999-12",2.684564,
"USA","CPI","TOT","AGRWTH","M","2000-01",2.738892,
"USA","CPI","TOT","AGRWTH","M","2000-02",3.221884,
"USA","CPI","TOT","AGRWTH","M","2000-03",3.757576,
"USA","CPI","TOT","AGRWTH","M","2000-04",3.068592,
"USA","CPI","TOT","AGRWTH","M","2000-05",3.188929,
"USA","CPI","TOT","AGRWTH","M","2000-06",3.730445,
"USA","CPI","TOT","AGRWTH","M","2000-07",3.659268,
"USA","CPI","TOT","AGRWTH","M","2000-08",3.411131,
"USA","CPI","TOT","AGRWTH","M","2000-09",3.454437,
"USA","CPI","TOT","AGRWTH","M","2000-10",3.448276,
"USA","CPI","TOT","AGRWTH","M","2000-11",3.446227,
"USA","CPI","TOT","AGRWTH","M","2000-12",3.386809,
"USA","CPI","TOT","AGRWTH","M","2001-01",3.732228,
"USA","CPI","TOT","AGRWTH","M","2001-02",3.533569,
"USA","CPI","TOT","AGRWTH","M","2001-03",2.920561,
"USA","CPI","TOT","AGRWTH","M","2001-04",3.269119,
"USA","CPI","TOT","AGRWTH","M","2001-05",3.61516,
"USA","CPI","TOT","AGRWTH","M","2001-06",3.24826,
"USA","CPI","TOT","AGRWTH","M","2001-07",2.719908,
"USA","CPI","TOT","AGRWTH","M","2001-08",2.719908,
"USA","CPI","TOT","AGRWTH","M","2001-09",2.648244,
"USA","CPI","TOT","AGRWTH","M","2001-10",2.126437,
"USA","CPI","TOT","AGRWTH","M","2001-11",1.895462,
"USA","CPI","TOT","AGRWTH","M","2001-12",1.551724,
"USA","CPI","TOT","AGRWTH","M","2002-01",1.142204,
"USA","CPI","TOT","AGRWTH","M","2002-02",1.137656,
"USA","CPI","TOT","AGRWTH","M","2002-03",1.475596,
"USA","CPI","TOT","AGRWTH","M","2002-04",1.639344,
"USA","CPI","TOT","AGRWTH","M","2002-05",1.181767,
"USA","CPI","TOT","AGRWTH","M","2002-06",1.067416,
"USA","CPI","TOT","AGRWTH","M","2002-07",1.464789,
"USA","CPI","TOT","AGRWTH","M","2002-08",1.802817,
"USA","CPI","TOT","AGRWTH","M","2002-09",1.514302,
"USA","CPI","TOT","AGRWTH","M","2002-10",2.025886,
"USA","CPI","TOT","AGRWTH","M","2002-11",2.198422,
"USA","CPI","TOT","AGRWTH","M","2002-12",2.37691,
"USA","CPI","TOT","AGRWTH","M","2003-01",2.597403,
"USA","CPI","TOT","AGRWTH","M","2003-02",2.980877,
"USA","CPI","TOT","AGRWTH","M","2003-03",3.020134,
"USA","CPI","TOT","AGRWTH","M","2003-04",2.224694,
"USA","CPI","TOT","AGRWTH","M","2003-05",2.057842,
"USA","CPI","TOT","AGRWTH","M","2003-06",2.112285,
"USA","CPI","TOT","AGRWTH","M","2003-07",2.109939,
"USA","CPI","TOT","AGRWTH","M","2003-08",2.158273,
"USA","CPI","TOT","AGRWTH","M","2003-09",2.320442,
"USA","CPI","TOT","AGRWTH","M","2003-10",2.040816,
"USA","CPI","TOT","AGRWTH","M","2003-11",1.76503,
"USA","CPI","TOT","AGRWTH","M","2003-12",1.879491,
"USA","CPI","TOT","AGRWTH","M","2004-01",1.926252,
